,	O	O	O	O	O
en	O	O	O	O	O
wat	O	O	O	O	O
vōl	O	O	O	O	O
’t	O	O	O	O	O
koren	O	O	O	O	O
tou	O	O	O	O	O
in	O	O	O	O	O
’t	O	O	O	O	O
schudden	O	O	O	O	O
!	O	O	O	O	O
’t	O	O	O	O	O
Arbaidsvolk	O	B-MISC	O	O	O
,	O	O	O	O	O
dat	O	O	O	O	O
zōk	O	O	O	O	O
zoo	O	O	O	O	O
fiks	O	O	O	O	O
weerd	O	O	O	O	O
hâr	O	O	O	O	O
,	O	O	O	O	O
begript	O	O	O	O	O
neit	O	O	O	O	O
,	O	O	O	O	O
waorom	O	O	O	O	O
Robbers	B-PER	B-PER	B-PER	B-PER	B-PER
zoo	O	O	O	O	O
nusterig	O	O	O	O	O
en	O	O	O	O	O
grammietig	O	O	O	O	O
is	O	O	O	O	O
.	O	O	O	O	O
Dèn	O	O	O	O	O
râgt	O	O	O	O	O
’e	O	O	O	O	O
op	O	O	O	O	O
de	O	O	O	O	O
knecht	O	O	O	O	O
,	O	O	O	O	O
dei	O	O	O	O	O
in	O	O	O	O	O
’t	O	O	O	O	O
vankgat	O	O	O	O	O
stait	O	O	O	O	O
,	O	O	O	O	O
dèn	O	O	O	O	O
dut	O	O	O	O	O
de	O	O	O	O	O
vleier	O	O	O	O	O
’t	O	O	O	O	O
hōm	O	O	O	O	O
verkeerd	O	O	O	O	O
,	O	O	O	O	O
en	O	O	O	O	O
de	O	O	O	O	O
stoppeljong	O	O	O	O	O
dei	O	O	O	O	O
’t	O	O	O	O	O
waogenhârken	O	O	O	O	O
dee	O	O	O	O	O
,	O	O	O	O	O
kricht	O	O	O	O	O
’n	O	O	O	O	O
draaier	O	O	O	O	O
om	O	O	O	O	O
d’	O	O	O	O	O
ooren	O	O	O	O	O
,	O	O	O	O	O
omdat	O	O	O	O	O
’e	O	O	O	O	O
’n	O	O	O	O	O
paor	O	O	O	O	O
aoren	O	O	O	O	O
liggen	O	O	O	O	O
laoten	O	O	O	O	O
het	O	O	O	O	O
.	O	O	O	O	O
Pollo	B-PER	B-PER	B-PER	B-PER	B-PER
wōs	O	O	O	O	O
ook	O	O	O	O	O
neit	O	O	O	O	O
,	O	O	O	O	O
wat	O	O	O	O	O
’e	O	O	O	O	O
d’r	O	O	O	O	O
an	O	O	O	O	O
hâr	O	O	O	O	O
;	O	O	O	O	O
hij	O	O	O	O	O
lôpt	O	O	O	O	O
zien	O	O	O	O	O
baos	O	O	O	O	O
,	O	O	O	O	O
dei	O	O	O	O	O
âns	O	O	O	O	O
nog	O	O	O	O	O
al	O	O	O	O	O
mâl	O	O	O	O	O
mit	O	O	O	O	O
hōm	O	O	O	O	O
is	O	O	O	O	O
,	O	O	O	O	O
eebn	O	O	O	O	O
veur	O	O	O	O	O
de	O	O	O	O	O
vouten	O	O	O	O	O
en	O	O	O	O	O
kricht	O	O	O	O	O
’n	O	O	O	O	O
schop	O	O	O	O	O
,	O	O	O	O	O
dat	O	O	O	O	O
’e	O	O	O	O	O
hoelend	O	O	O	O	O
wegstōft	O	O	O	O	O
.	O	O	O	O	O
Berend	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
de	O	O	O	O	O
vaste	O	O	O	O	O
arbaider	O	O	O	O	O
,	O	O	O	O	O
dei	O	O	O	O	O
vraogen	O	O	O	O	O
wôl	O	O	O	O	O
,	O	O	O	O	O
of	O	O	O	O	O
’e	O	O	O	O	O
zöndag	O	O	O	O	O
peerd	O	O	O	O	O
en	O	O	O	O	O
kōrrewaogen	O	O	O	O	O
kriegen	O	O	O	O	O
kan	O	O	O	O	O
,	O	O	O	O	O
om	O	O	O	O	O
nao	O	O	O	O	O
zien	O	O	O	O	O
vraus	O	O	O	O	O
ollen	O	O	O	O	O
te	O	O	O	O	O
gaon	O	O	O	O	O
,	O	O	O	O	O
denkt	O	O	O	O	O
bie	O	O	O	O	O
zōk	O	O	O	O	O
zulf	O	O	O	O	O
:	O	O	O	O	O
“	O	O	O	O	O
doe	O	O	O	O	O
hôlst	O	O	O	O	O
die	O	O	O	O	O
stil	O	O	O	O	O
Berend	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
van	O	O	O	O	O
daoge	O	O	O	O	O
;	O	O	O	O	O
dien	O	O	O	O	O
boer	O	O	O	O	O
stait	O	O	O	O	O
de	O	O	O	O	O
mutse	O	O	O	O	O
neit	O	O	O	O	O
goud	O	O	O	O	O
.	O	O	O	O	O
”	O	O	O	O	O
Robbers	B-PER	B-PER	B-PER	B-PER	B-PER
was	O	O	O	O	O
eeb’n	O	O	O	O	O
nao	O	O	O	O	O
’t	O	O	O	O	O
ânder	O	O	O	O	O
ênne	O	O	O	O	O
van	O	O	O	O	O
de	O	O	O	O	O
schure	O	O	O	O	O
loopen	O	O	O	O	O
.	O	O	O	O	O
“	O	O	O	O	O
Ik	O	O	O	O	O
kon	O	O	O	O	O
’t	O	O	O	O	O
neit	O	O	O	O	O
helpen	O	O	O	O	O
,	O	O	O	O	O
”	O	O	O	O	O
jeuzelt	O	O	O	O	O
Lubbert	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
de	O	O	O	O	O
stoppeljong	O	O	O	O	O
,	O	O	O	O	O
dei	O	O	O	O	O
neit	O	O	O	O	O
recht	O	O	O	O	O
wies	O	O	O	O	O
,	O	O	O	O	O
maor	O	O	O	O	O
’n	O	O	O	O	O
doodgoude	O	O	O	O	O
slokkert	O	O	O	O	O
is	O	O	O	O	O
,	O	O	O	O	O
“	O	O	O	O	O
ik	O	O	O	O	O
kon	O	O	O	O	O
’t	O	O	O	O	O
neit	O	O	O	O	O
hêlpen	O	O	O	O	O
;	O	O	O	O	O
d’r	O	O	O	O	O
bin	O	O	O	O	O
drei	O	O	O	O	O
tannen	O	O	O	O	O
oet	O	O	O	O	O
mien	O	O	O	O	O
harke	O	O	O	O	O
.	O	O	O	O	O
”	O	O	O	O	O
Peiter	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
de	O	O	O	O	O
dârde	O	O	O	O	O
knecht	O	O	O	O	O
,	O	O	O	O	O
dei	O	O	O	O	O
vaok	O	O	O	O	O
veur	O	O	O	O	O
Lubbert	B-PER	B-PER	B-PER	B-PER	B-PER
opkwâm	O	O	O	O	O
,	O	O	O	O	O
maor	O	O	O	O	O
hom	O	O	O	O	O
nog	O	O	O	O	O
vaoker	O	O	O	O	O
in	O	O	O	O	O
’t	O	O	O	O	O
ootje	O	O	O	O	O
nam	O	O	O	O	O
,	O	O	O	O	O
kricht	O	O	O	O	O
nō	O	O	O	O	O
medelieden	O	O	O	O	O
mit	O	O	O	O	O
de	O	O	O	O	O
vent	O	O	O	O	O
.	O	O	O	O	O
Hol	O	O	O	O	O
die	O	O	O	O	O
maor	O	O	O	O	O
stille	O	O	O	O	O
,	O	O	O	O	O
mien	O	O	O	O	O
jong	O	O	O	O	O
,	O	O	O	O	O
zee	O	O	O	O	O
’e	O	O	O	O	O
en	O	O	O	O	O
zet	O	O	O	O	O
hom	O	O	O	O	O
de	O	O	O	O	O
pette	O	O	O	O	O
wat	O	O	O	O	O
t’rechte	O	O	O	O	O
,	O	O	O	O	O
zelt	O	O	O	O	O
zöndag	O	O	O	O	O
mien	O	O	O	O	O
tebaksdeuze	O	O	O	O	O
,	O	O	O	O	O
daor	O	O	O	O	O
Nepooljon	O	B-PER	O	B-PER	B-PER
op	O	O	O	O	O
stait	O	O	O	O	O
,	O	O	O	O	O
in	O	O	O	O	O
de	O	O	O	O	O
buutse	O	O	O	O	O
hebben	O	O	O	O	O
,	O	O	O	O	O
en	O	O	O	O	O
’k	O	O	O	O	O
heb	O	O	O	O	O
ook	O	O	O	O	O
nog	O	O	O	O	O
’n	O	O	O	O	O
halfpeeriesder	O	O	O	O	O
veur	O	O	O	O	O
die	O	O	O	O	O
.	O	O	O	O	O
Heinrich	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
d’	O	O	O	O	O
Oostvreize	O	O	O	B-LOC	B-LOC
knecht	O	O	O	O	O
,	O	O	O	O	O
dei	O	O	O	O	O
in	O	O	O	O	O
’t	O	O	O	O	O
vankgat	O	O	O	O	O
stait	O	O	O	O	O
en	O	O	O	O	O
van	O	O	O	O	O
Diele	B-LOC	B-LOC	B-LOC	B-LOC	B-LOC
van	O	O	O	O	O
daon	O	O	O	O	O
is	O	O	O	O	O
,	O	O	O	O	O
zegt	O	O	O	O	O
:	O	O	O	O	O
noe	O	O	O	O	O
kömt	O	O	O	O	O
oenglük	O	O	O	O	O
,	O	O	O	O	O
zooveul	O	O	O	O	O
zègen	O	O	O	O	O
mit	O	O	O	O	O
de	O	O	O	O	O
eernte	O	O	O	O	O
,	O	O	O	O	O
oen	O	O	O	O	O
noe	O	O	O	O	O
nog	O	O	O	O	O
zoo	O	O	O	O	O
stoensk	O	O	O	O	O
,	O	O	O	O	O
dat	O	O	O	O	O
lidt	O	O	O	O	O
Mareie	B-PER	B-PER	B-PER	B-PER	B-PER
nich	O	O	O	O	O
.	O	O	O	O	O
Bie	O	O	O	O	O
oens	O	O	O	O	O
in	O	O	O	O	O
Diele	B-LOC	B-LOC	B-LOC	B-LOC	B-LOC
is	O	O	O	O	O
’t	O	O	O	O	O
’n	O	O	O	O	O
maol	O	O	O	O	O
gebeurd	O	O	O	O	O
.	O	O	O	O	O
Pak	O	O	O	O	O
dei	O	O	O	O	O
schove	O	O	O	O	O
ân	O	O	O	O	O
,	O	O	O	O	O
Heinrich	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
zegt	O	O	O	O	O
Berend	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
en	O	O	O	O	O
vertel	O	O	O	O	O
ons	O	O	O	O	O
dat	O	O	O	O	O
daols	O	O	O	O	O
nao	O	O	O	O	O
holdert	O	O	O	O	O
Heinrich	B-PER	B-PER	B-PER	B-PER	B-PER
mog	O	O	O	O	O
geern	O	O	O	O	O
wat	O	O	O	O	O
laaiern	O	O	O	O	O
en	O	O	O	O	O
wat	O	O	O	O	O
leigen	O	O	O	O	O
en	O	O	O	O	O
hâr	O	O	O	O	O
altied	O	O	O	O	O
lange	O	O	O	O	O
verhaolen	O	O	O	O	O
van	O	O	O	O	O
âlderhande	O	O	O	O	O
veurteikens	O	O	O	O	O
en	O	O	O	O	O
meraokels	O	O	O	O	O
,	O	O	O	O	O
maor	O	O	O	O	O
waor	O	O	O	O	O
gein	O	O	O	O	O
mens	O	O	O	O	O
wat	O	O	O	O	O
van	O	O	O	O	O
leufde	O	O	O	O	O
.	O	O	O	O	O
Maor	O	O	O	O	O
waorom	O	O	O	O	O
was	O	O	O	O	O
Robbers	B-PER	B-PER	B-PER	B-PER	B-PER
zoo	O	O	O	O	O
nusterig	O	O	O	O	O
?	O	O	O	O	O
Veldhoes	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
zien	O	O	O	O	O
naober	O	O	O	O	O
,	O	O	O	O	O
hâr	O	O	O	O	O
hom	O	O	O	O	O
wat	O	O	O	O	O
vertêld	O	O	O	O	O
,	O	O	O	O	O
wat	O	O	O	O	O
hom	O	O	O	O	O
lang	O	O	O	O	O
neit	O	O	O	O	O
ânston	O	O	O	O	O
.	O	O	O	O	O
Veldhoes	B-PER	B-PER	B-PER	B-PER	B-PER
was	O	O	O	O	O
wat	O	O	O	O	O
ofgunstig	O	O	O	O	O
op	O	O	O	O	O
Robbers	B-PER	B-PER	B-PER	B-PER	B-PER
en	O	O	O	O	O
hâr	O	O	O	O	O
daorin	O	O	O	O	O
ook	O	O	O	O	O
neit	O	O	O	O	O
âlle	O	O	O	O	O
schuld	O	O	O	O	O
.	O	O	O	O	O
Veldhoes	B-PER	B-PER	B-PER	B-PER	B-PER
zat	O	O	O	O	O
op	O	O	O	O	O
’n	O	O	O	O	O
huurplaotse	O	O	O	O	O
mit	O	O	O	O	O
’n	O	O	O	O	O
hoes	O	O	O	O	O
vōl	O	O	O	O	O
groote	O	O	O	O	O
kinder	O	O	O	O	O
,	O	O	O	O	O
dei	O	O	O	O	O
’e	O	O	O	O	O
neit	O	O	O	O	O
ân	O	O	O	O	O
de	O	O	O	O	O
gang	O	O	O	O	O
helpen	O	O	O	O	O
kon	O	O	O	O	O
.	O	O	O	O	O
Robbers	B-PER	B-PER	B-PER	B-PER	B-PER
leit	O	O	O	O	O
hom	O	O	O	O	O
gedurig	O	O	O	O	O
vuilen	O	O	O	O	O
,	O	O	O	O	O
dat	O	O	O	O	O
zien	O	O	O	O	O
ōlste	O	O	O	O	O
zeun	O	O	O	O	O
d’r	O	O	O	O	O
al	O	O	O	O	O
twei	O	O	O	O	O
winters	O	O	O	O	O
mit	O	O	O	O	O
de	O	O	O	O	O
beugelseeze	O	O	O	O	O
op	O	O	O	O	O
oet	O	O	O	O	O
west	O	O	O	O	O
hâr	O	O	O	O	O
en	O	O	O	O	O
maor	O	O	O	O	O
neit	O	O	O	O	O
ânraoken	O	O	O	O	O
kon	O	O	O	O	O
,	O	O	O	O	O
alderdeegs	O	O	O	O	O
neit	O	O	O	O	O
bie	O	O	O	O	O
’n	O	O	O	O	O
wedevrau	O	O	O	O	O
met	O	O	O	O	O
kinder	O	O	O	O	O
.	O	O	O	O	O
Hij	O	O	O	O	O
,	O	O	O	O	O
de	O	O	O	O	O
rieke	O	O	O	O	O
Robbers	B-PER	B-PER	B-PER	B-PER	B-PER
,	O	O	O	O	O
kon	O	O	O	O	O
zien	O	O	O	O	O
kinder	O	O	O	O	O
elk	O	O	O	O	O
wel	O	O	O	O	O
’n	O	O	O	O	O
plaotse	O	O	O	O	O
geven	O	O	O	O	O
,	O	O	O	O	O
as't	O	O	O	O	O
’r	O	O	O	O	O
op	O	O	O	O	O
ânkwam	O	O	O	O	O
.	O	O	O	O	O
Dat	O	O	O	O	O
stak	O	O	O	O	O
Veldhoes	B-PER	B-PER	B-PER	B-PER	B-PER
;	O	O	O	O	O
maor	O	O	O	O	O
nō	O	O	O	O	O
,	O	O	O	O	O
nō	O	O	O	O	O
wōs	O	O	O	O	O
’e	O	O	O	O	O
wat	O	O	O	O	O
,	O	O	O	O	O
waor	O	O	O	O	O
’e	O	O	O	O	O
Robbers	B-PER	B-PER	B-PER	B-PER	B-PER
ook	O	O	O	O	O
ais	O	O	O	O	O
’n	O	O	O	O	O
loer	O	O	O	O	O
mit	O	O	O	O	O
draaien	O	O	O	O	O
kon	O	O	O	O	O
!	O	O	O	O	O
Nao	O	O	O	O	O
’n	O	O	O	O	O
boodschapke	O	O	O	O	O
over	O	O	O	O	O
zaaikoren	O	O	O	O	O
begunde	O	O	O	O	O
hij	O	O	O	O	O
al	O	O	O	O	O
gauw	O	O	O	O	O
:	O	O	O	O	O
Welzoo	O	O	O	O	O
naober	O	O	O	O	O
,	O	O	O	O	O
nō	O	O	O	O	O
krieg	O	O	O	O	O
ie	O	O	O	O	O
van	O	O	O	O	O
’t	O	O	O	O	O
winter	O	O	O	O	O
de	O	O	O	O	O
vrijer	O	O	O	O	O
ook	O	O	O	O	O
in	O	O	O	O	O
hoes	O	O	O	O	O
?	O	O	O	O	O
Ie	O	O	O	O	O
raoken	O	O	O	O	O
joen	O	O	O	O	O
ōlste	O	O	O	O	O
dochter	O	O	O	O	O
den	O	O	O	O	O
wel	O	O	O	O	O
gauw	O	O	O	O	O
kwiet	O	O	O	O	O
.	O	O	O	O	O
Robbers	B-PER	B-PER	B-PER	B-PER	B-PER
keek	O	O	O	O	O
hom	O	O	O	O	O
verwonderd	O	O	O	O	O
ân	O	O	O	O	O
en	O	O	O	O	O
wōs	O	O	O	O	O
neit	O	O	O	O	O
,	O	O	O	O	O
wat	O	O	O	O	O
’e	O	O	O	O	O
daoroet	O	O	O	O	O
verstaon	O	O	O	O	O
mōs	O	O	O	O	O
.	O	O	O	O	O
Wat	O	O	O	O	O
mân	O	O	O	O	O
,	O	O	O	O	O
wat	O	O	O	O	O
zeg	O	O	O	O	O
ie	O	O	O	O	O
?	O	O	O	O	O
Trudao	B-PER	B-PER	B-PER	B-PER	B-PER
de	O	O	O	O	O
vrijer	O	O	O	O	O
?	O	O	O	O	O
hou	O	O	O	O	O
koom	O	O	O	O	O
ie	O	O	O	O	O
daor	O	O	O	O	O
in	O	O	O	O	O
vredesnaom	O	O	O	O	O
bie	O	O	O	O	O
!	O	O	O	O	O
Nō	O	O	O	O	O
,	O	O	O	O	O
jah	O	O	O	O	O
,	O	O	O	O	O
dat	O	O	O	O	O
zōl	O	O	O	O	O
ie	O	O	O	O	O
neit	O	O	O	O	O
weiten	O	O	O	O	O
;	O	O	O	O	O
dat	O	O	O	O	O
wil	O	O	O	O	O
’k	O	O	O	O	O
ook	O	O	O	O	O
wel	O	O	O	O	O
leuven	O	O	O	O	O
!	O	O	O	O	O
Maor	O	O	O	O	O
man	O	O	O	O	O
,	O	O	O	O	O
wat	O	O	O	O	O
mein	O	O	O	O	O
ie	O	O	O	O	O
wel	O	O	O	O	O
,	O	O	O	O	O
hôl	O	O	O	O	O
je	O	O	O	O	O
mie	O	O	O	O	O
veur	O	O	O	O	O
de	O	O	O	O	O
gek	O	O	O	O	O
?	O	O	O	O	O
onz’	O	O	O	O	O
Trudao	B-PER	B-PER	B-PER	B-PER	B-PER
?	O	O	O	O	O
Dênken	O	O	O	O	O
de	O	O	O	O	O
lu	O	O	O	O	O
d’r	O	O	O	O	O
misschein	O	O	O	O	O
weer	O	O	O	O	O
wat	O	O	O	O	O
oet	O	O	O	O	O
,	O	O	O	O	O
omdat	O	O	O	O	O
ze	O	O	B-PER	O	O
neit	O	O	O	O	O
nao	O	O	O	O	O
’n	O	O	O	O	O
achtentwintigsten	B-MISC	B-MISC	B-MISC	O	B-MISC
Augustus	I-MISC	I-MISC	I-MISC	B-MISC	I-MISC
wêst	O	O	O	O	O
het	O	O	O	O	O
?	O	O	O	O	O
Meinen	O	O	O	O	O
ze	O	O	O	O	O
den	O	O	O	O	O
,	O	O	O	O	O
dat	O	O	O	O	O
Klaos	B-PER	B-PER	B-PER	B-PER	B-PER
Goldland	I-PER	I-PER	I-PER	I-PER	I-PER
’t	O	O	O	O	O
nog	O	O	O	O	O
ais	O	O	O	O	O
weêr	O	O	O	O	O
perbeirt	O	O	O	O	O
het	O	O	O	O	O
?	O	O	O	O	O
Niks	O	O	O	O	O
van	O	O	O	O	O
dat	O	O	O	O	O
,	O	O	O	O	O
ze	O	O	O	O	O
was	O	O	O	O	O
wat	O	O	O	O	O
kepot	O	O	O	O	O
,	O	O	O	O	O
ze	O	O	O	O	O
hâr	O	O	O	O	O
daogs	O	O	O	O	O
van	O	O	O	O	O
te	O	O	O	O	O
veuren	O	O	O	O	O
de	O	O	O	O	O
koorse	O	O	O	O	O
had	O	O	O	O	O
en	O	O	O	O	O
bleef	O	O	O	O	O
daorom	O	O	O	O	O
in	O	O	O	O	O
hoes	O	O	O	O	O
.	O	O	O	O	O
