zoo;O
'n;O
veurgevuil;O
datter;O
wat;O
bezunders;O
gebeuren;O
zol;O
.;O

Mien;O
laiverdDat;O
wait;O
ik;O
nog;O
,;O
dat;O
dat;O
der;O
ston;O
:;O
mien;O
laiverd;O
.;O

Woarom;O
begonst;O
nou;O
over;O
de;O
begraftenis;O
.;O

';O
Aal;O
dat;O
kromzitten;O
van;O
smörgensvro;O
tot;O
soavendsloat;O
,;O
en;O
dat;O
hènneweer;O
gedou;O
mit;O
naal;O
en;O
striekiesder;O
,;O
nee;O
,;O
doar;O
heb;O
k;O
haildaal;O
gain;O
zin;O
aan;O
.;O
';O

Moar;O
't;O
is;O
nog;O
'n;O
Grönneger;B-MISC
wicht;O
ook;O
,;O
heb;O
'k;O
heurd;O
.;O

K.;O
De;O
grootste;O
hoes;O
en;O
burenploag;O
!;O

Daor;O
mout;O
de;O
hijle;O
wereld;O
veur;O
wieken;O
!;O

Dan;O
heb;O
'k;O
lijfst;O
,;O
daste;O
man;O
oet;O
mien;O
winkel;O
blifst;O
!;O

Was;O
e;O
der;O
n;O
zetje;O
vanof;O
.;O

Jaze;O
aan;O
!;O

wazen;O
't;O
gain;O
kieviten;O
of;O
bonde;O
leeuwen;O
?;O

En;O
den;O
zegde;O
dat;O
ik;O
zoo;O
goud;O
veur;O
hom;O
west;O
ben;O
.;O

Zòo;O
is;O
't;O
goud;O
.;O

En;O
mienend;O
d'r;O
bie;O
.;O

Oet;O
't;O
leev;O
'n;O
van;O
Haarmke;B-PER
Veldman;I-PER
,;O
door;O
S.;B-PER
JENSEMA;B-PER
.;O

Ja;O
a;O
a;O
a;O
,;O
dat;O
heb;O
ik;O
nou;O
wel;O
al;O
heurd;O
,;O
vot;O
nou;O
moar;O
,;O
dag;O
Jurrien;B-PER
.;O

Hai;O
onnaaierde;O
,;O
ze;O
zollen;O
koetsier;O
ien;O
koel;O
vol;O
otters;O
en;O
slangen;O
smieten;O
.;O

Lammert;B-PER
lopt;O
mit;O
kop;O
veurover;O
,;O
hannen;O
op;O
rug;O
deur;O
koamer;O
.;O

Wat;O
n;O
schaande;O
zel;O
dat;O
veur;O
hom;O
wezen;O
op;O
zien;O
ol;O
dag;O
.;O

Ik;O
gaf;O
'n;O
kwartje;O
,;O
as;O
ik;O
hom;O
lezen;O
mog;O
.;O

Louwe;B-PER
kwam;O
der;O
ien;O
,;O
en;O
dou;O
't;O
ol;O
mensk;O
dou;O
ook;O
weer;O
ien;O
koamer;O
kwam;O
mos;O
ze;O
ducht;O
heur;O
mor;O
eerst;O
kovvie;O
ienschinken;O
.;O

Doarom;O
maggen;O
mien;O
moeke;O
en;O
mien;O
baaide;O
zusters;O
mie;O
nait;O
lieden;O
.;O

Mor;O
vot;O
weer;O
aan;O
't;O
waark;O
,;O
dat;O
was;O
't;O
beste;O
.;O

Ken;O
j';O
nait;O
fetsounlek;O
praoten;O
?;O

Doar;O
gait;O
natuurlek;O
's;O
laands;O
geld;O
weer;O
of;O
,;O
en;O
dat;O
is;O
nog;O
'n;O
haile;O
plok;O
.;O

Mor;O
Snijwitje;B-PER
was;O
laiver;O
bie;O
moeke;O
thoes;O
,;O
hulp;O
heur;O
ien;O
hoesholden;O
of;O
leesde;O
moeke;O
veur;O
as;O
ter;O
niks;O
meer;O
te;O
doun;O
was;O
.;O

't;O
Kaole;O
waoter;O
dee;O
heur;O
goud;O
.;O

Goud;O
moeke;O
,;O
zee;O
Aize;B-PER
,;O
dei;O
d'r;O
nait;O
aan;O
docht;O
tegen;O
te;O
stribbelen;O
,;O
want;O
hai;O
wol;O
zoo;O
aiwige;O
geern;O
overmörn;O
noar;O
Zoltkaamper;B-MISC
maart;I-MISC
.;O

G.;O
De;B-ORG
Jongeskweekschoul;I-ORG
kon;O
ook;O
vlaggen;O
,;O
Het;O
vief;O
en;O
zeuventeg;O
joar;O
bestoan;O
.;O

Is;O
't;O
mensdom;O
den;O
nait;O
eer;O
tevree;O
Of;O
aal;O
de;O
rog';O
möt;O
onner;O
zee;O
?;O

t;O
Wicht;O
vil;O
sevveloos;O
deel;O
!;O

Is;O
ja;O
niks;O
!;O

't;O
Leek;O
hum;O
tou;O
,;O
dat;O
't;O
goud;O
holpen;O
hadde;O
.;O

Dien;O
oortjes;O
zellen;O
nog;O
rood;O
worden;O
.;O

Heure;O
wat;O
'n;O
weer;O
.;O

Ook;O
is;O
t;O
verduurzoamen;O
van;O
hoaven;O
van;O
Lauwersoog;B-LOC
ien;O
gang;O
zet;O
.;O

Vot;O
doarnoa;O
heurden;O
ze;O
toch;O
n;O
gegilp;O
en;O
geroup;O
!;O

Dit;O
was;O
'n;O
Grieksch;B-MISC
wief;O
,;O
geboren;O
ien;O
Syrophenicië;B-LOC
,;O
en;O
zai;O
beedde;O
hom;O
,;O
dat;O
'r;O
duvel;B-PER
uutbannen;O
zol;O
uut;O
heur;O
wicht;O
.;O

Zoo;O
stil;O
in;O
bedaord;O
as;O
de;O
lu;O
's;O
mörgens;O
naor;O
't;O
laand;O
gaon;O
wazzen;O
,;O
zoo;O
loedruchtig;O
en;O
lollig;O
kwammen;O
ze;O
d'r;O
weer;O
vandaon;O
.;O

G.;O
Afijn;O
,;O
het;O
feest;O
kon;O
toch;O
nog;O
deurgoan;O
,;O

En;O
doe;O
't;O
nou;O
loat;O
op;O
dag;O
worren;O
was;O
,;O
kwammen;O
zien;O
discipels;O
bie;O
hom;O
en;O
zeeden;O
Dizze;O
plek;O
is;O
woust;O
en;O
het;O
is;O
nou;O
loat;O
op;O
dag;O
";";O
Loat;O
ze;O
loopen;O
,;O
den;O
kennen;O
zai;O
noar;O
de;O
dörpen;O
en;O
vlekken;O
goan;O
hieromtou;O
,;O
en;O
brood;O
veur;O
heur;O
koopen;O
";";O
want;O
zai;O
hemmen;O
niks;O
te;O
eten;O
.;O

Akkoord;O
.;O

WAAR;O
kent;O
men;O
de;O
naam;O
spiering;O
of;O
spiern;O
?;O

Dou;O
.;O

En;O
dou;O
oetvoeren;O
wezen;O
zol;O
,;O
dou;O
was;O
zoal;O
veuls;O
te;O
luddek;O
.;O

Joa;O
,;O
aal;O
wat;O
.;O
Wat;O
zeden;O
ze;O
op;O
ploats;O
.;O

Doodstille;O
zit;O
e;O
doar;O
,;O
mit;O
zien;O
ogen;O
gesloten;O
en;O
zien;O
kinne;O
op;O
de;O
borst;O
.;O

Ie;O
hemmen;O
zo;O
haard;O
aan;O
mien;O
jeske;O
trokken;O
!;O

Ziezoo;O
,;O
hai;O
waas;O
kloar;O
.;O

Dien;O
vraauw;O
ook;O
,;O
en;O
pa;O
en;O
moeke;O
van;O
dien;O
vraauw;O
.;O

Ie;O
zainen;O
d'r;O
bertoal;O
best;O
oet;O
,;O
Joa;O
,;O
van;O
dat;O
aangoande;O
is;O
't;O
spul;O
best;O
,;O
en;O
goud;O
oetzain;O
zegst;O
doe;O
,;O
joa;O
jong;O
,;O
dat;O
is;O
woarhaid;O
.;O

Dail;O
dien;O
brood;O
mit;O
dij;O
honger;O
het;O
en;O
dien;O
klaaier;O
mit;O
dij;O
gainent;O
het;O
.;O

Mog;O
'r;O
nait;O
mitnemen;O
,;O
nee;O
.;O


Eev;O
'n;O
ston;O
ze;O
stil;O
,;O
laip;O
dou;O
achterdeel;O
over;O
woar;O
't;O
nog;O
frisch;O
en;O
koul;O
was;O
van;O
't;O
staalnschoonen;O
.;O

Ie;O
roupen;O
te;O
hard;O
Meneer;O
,;O
zee;O
Sietje;B-PER
,;O
want;O
't;O
goud;O
aan;O
lien;O
begunt;O
al;O
zoo;O
hên;O
en;O
weer;O
te;O
bakkeln;O
,;O
wie;O
kennen;O
nog;O
wel;O
störm;O
kriegen;O
van;O
nacht;O
.;O

Tegen;O
dij;O
òlle;O
kerels;O
kin;O
e;O
toch;O
nait;O
op;O
.;O

Ja;O
a;O
en;O
begriept;O
ais;O
aan;O
,;O
wichter;O
net;O
zoo;O
goud;O
as;O
jongs;O
.;O

Wat;O
het;O
he;O
daor;O
toch;O
vrözzeld;O
onder;O
't;O
heu;O
!;O

n;O
Gezichte;O
dat;O
ze;O
nait;O
gaauw;O
vergeten;O
zol;O
,;O
t;O
gezichte;O
van;O
n;O
hail;O
mooie;O
olle;O
grieze;O
man;O
.;O

Al;O
't;O
volk;O
ien;O
stad;O
,;O
van;O
a;O
tot;O
zedde;O
,;O
Ligt;O
hier;O
tot;O
's;O
mörgens;O
loat;O
op;O
bedde;O
:;O
Al;O
lang;O
al;O
is;O
de;O
winkel;O
open;O
En;O
't;O
gait;O
om;O
't;O
wegen;O
en;O
verkoopen;O
,;O
Eer;O
juffrouw;O
opstait;O
";";O
maid;O
en;O
knecht;O
Dij;O
maken;O
's;O
mörgens;O
't;O
al;O
te;O
regt;O
En;O
as;O
't;O
nijt;O
goud;O
is;O
,;O
wat;O
te;O
kieven;O
";";O
Wat;O
kibblen;O
met;O
de;O
gruintewieven;O
:;O
Dan;O
wat;O
op;O
stoupe;O
stoan;O
te;O
praten;O
,;O
En;O
dan;O
wat;O
koffie;O
zetten;O
laten;O
,;O
Rais;O
kieken;O
of;O
de;O
sch;O
schörstijn;O
rookt;O
.;O

Hilvert;B-PER
was;O
bliede;O
,;O
dat;O
e;O
van;O
hum;O
aof;O
was;O
.;O

Anern;O
zeeden;O
:;O
Hai;O
is;O
Elias;B-PER
";";O
en;O
weer;O
anern;O
zeeden;O
:;O
Hai;O
is;O
'n;O
perfeet;O
,;O
of;O
as;O
ain;O
van;O
perfeten;O
.;O

Ie;O
hemmen;O
joen;O
tied;O
goud;O
benut;O
en;O
joe;O
n;O
rechtschoapen;O
affeer;O
leerd;O
.;O

Haar;O
't;O
wel;O
docht;O
!;O

Den;O
neem;O
ik;O
gordienen;O
mit;O
en;O
ken;O
'k;O
ais;O
zain;O
of;O
't;O
nou;O
past;O
.;O

Heere;O
kerel;O
.;O

Vaoder;O
keek;O
over;O
zien;O
kraante;O
en;O
wol;O
zienent;O
d'r;O
weer;O
van;O
zeggen;O
.;O

Hai;O
mog;O
nog;O
zo;O
aandringen;O
,;O
ze;O
dee;O
t;O
nait;O
!;O

Der;O
wer;O
'n;O
club;O
opricht;O
,;O
en;O
doar;O
kwammen;O
zái;O
ien;O
!;O

te;O
't;O
nust;O
oet;O
smeten;O
heb;O
'k;O
hom;O
en;O
zoo;O
laank;O
as;O
ik;O
hier;O
leef;O
,;O
dat;O
beloof;O
'k;O
joe;O
God;B-PER
en;O
eerlek;O
,;O
dut;O
hai;O
gain;O
stap;O
weer;O
op;O
mien;O
laand;O
kikt;O
stief;O
veur;O
hom;O
oet;O
.;O

Smirregs;O
bie;O
theedrinken;O
mozzen;O
we;O
vot;O
kerstkranskes;O
mor;O
ains;O
pruiven;O
.;O

Kinderfeesten;O
.;O

Mor;O
wat;O
zag;O
e;O
der;O
lekker;O
oet;O
van;O
boeten;O
!;O

Ho;O
,;O
ho;O
,;O
zunder;O
dat;O
ik;O
t;O
wait;O
?;O
Ik;O
bin;O
nog;O
helder;O
van;O
geest;O
!;O

Nou;O
,;O
dat;O
kòn;O
wier;O
wezen;O
,;O
dat;O
'r;O
mit;O
vloud;O
tegen;O
aan;O
dreven;O
en;O
ien;O
vaastroakt;O
waas;O
";";O
moar;O
't;O
waas;O
net;O
zoo;O
goud;O
meugelk;O
,;O
dat;O
'r;O
vogels;O
ien;O
zaten;O
.;O

zee;O
e;O
tegen;O
hum;O
under;O
't;O
vaoren;O
.;O

Bie;O
't;O
schrobben;O
,;O
't;O
geboun;O
";";O
Hest;O
niks;O
nog;O
te;O
kloagen;O
,;O
Gain;O
aine;O
zel;O
vroagen;O
:;O
Bie;O
wel;O
is;O
al;O
doagen;O
Heur;O
denken;O
en;O
doun;O
?;O

't;O
Was;O
weg;O
en;O
bleef;O
weg;O
.;O

Ik;O
duur;O
ze;O
anners;O
wol;O
!;O

As;O
ie;O
't;O
schikken;O
kennen;O
,;O
ried;O
ie;O
mit;O
,;O
den;O
ken;O
ie;O
hom;O
ien;O
't;O
oog;O
holn;O
.;O

Kins;O
steernkieker;O
worden;O
.;O

Nog;O
evenkes;O
wachten;O
en;O
dou;O
gong;O
vrau;O
Kampen;B-PER
in;O
koamer;O
.;O

‘;O
Laigen;O
kin;O
ze;O
ook;O
,;O
dij;O
kut;O
,;O
ik;O
bin;O
nait;O
ains;O
op;O
judo;O
.;O
’;O

t;O
Is;O
nou;O
twinneg;O
joar;O
leden;O
dat;O
ik;O
hom;O
t;O
geld;O
in;O
bewoaren;O
geven;O
heb;O
.;O

en;O
de;O
Sikketaores;O
.;O

Wel;O
te;O
rusten;O
!;O
klinkt;O
het;O
.;O

De;O
man;O
ston;O
der;O
as;O
eerste;O
bie;O
en;O
keek;O
mit;O
handen;O
in;O
d’buutse;O
op;O
heur;O
dele;O
.;O

Lammert;B-PER
.;O

Lammert;B-PER
.;O

Moar;O
Menisten;B-ORG
wazz'n;O
nait;O
zoo;O
hailegauw;O
verveerd;O
";";O
want;O
dei;O
dou;O
op;O
hooge;O
bain'n;O
noar;O
meneer;O
van;O
Nainoord;B-PER
,;O
omdat;O
dei;O
jurisdictie;O
haar;O
ten;O
zuuden;O
van;O
Munnikediek;B-LOC
.;O

Moar;O
schertsartikels;O
dan;O
?;O
Dei;O
hebben;O
Grunnegers;B-MISC
bie;O
bosjes;O
.;O
Schriever;O
mag;O
wel;O
oppassen;O
,;O
dat;O
e;O
van;O
dat;O
artikel;O
nog;O
nait;O
te;O
veul;O
krigt;O
oet;O
'n;O
Grunneger;B-MISC
mond;O
zoo;O
bie;O
de;O
neuze;O
langs;O
.;O

Tot;O
aan;O
dij;O
twaalften;O
meert;O
aan;O
tou;O
was;O
t;O
aans;O
mor;O
kwakkeln;O
west;O
mit;O
de;O
winter;O
.;O

Op;O
dien;O
komòf;O
vaalt;O
niks;O
òf;O
te;O
dingen;O
.;O

Jan;B-PER
Spröt;I-PER
mog;O
even;O
pruiven;O
en;O
kwam;O
om;O
'n;O
cent;O
krommels;O
";";O
vrouw;O
Spröt;B-PER
om;O
'n;O
stuver;O
in;O
't;O
voele;O
schoet;O
.;O

Ie;O
kennen;O
't;O
hof;O
vast;O
aal;O
hoast;O
maaien;O
.;O

Dij;O
zag;O
de;O
kemiezen;O
zien;O
dam;O
in;O
drijen;O
man;O
ook;O
,;O
dat;O
ze;O
posten;O
oetzetten;O
.;O

Dat;O
betaikent;O
dat;O
er;O
den;O
gain;O
neie;O
grondstoffen;O
meer;O
gebruukt;O
mögen;O
worden;O
.;O

In;O
'eur;O
gedachtn;O
gongn;O
ze;O
aal;O
Zôk;O
'n;O
oarig;O
hoeske;O
bauwn;O
.;O

Bedreven;O
daif;O
klom;O
noar;O
boven;O
en;O
pakte;O
de;O
vief;O
aaier;O
onder;O
t;O
vogeltje;O
vandoan;O
.;O

Wotter;O
is;O
van;O
levensbelang;O
veur;O
mensen;O
,;O
daaier;O
en;O
planten;O
.;O

Zij;O
kennen;O
streupen;O
zoveul;O
ze;O
willen;O
,;O
ik;O
ken;O
mien;O
tied;O
beter;O
besteden;O
.;O

En;O
lèlk;O
,;O
lèlk;O
dat;O
ze;O
wazzen;O
!;O

Swinters;B-MISC
mouk;O
Snijwitje;B-PER
t;O
vuur;O
aan;O
en;O
hong;O
kedel;O
aan;O
hoak;O
.;O

Den;O
kon;O
he;O
deur;O
toene;O
ja;O
achterin;O
komen;O
.;O

Ik;O
zel;O
mie;O
vot;O
moar;O
omboien;O
op;O
opkoamer;O
,;O
zegt;O
tante;O
.;O

Dou;O
ze;O
n;O
bad;O
nomen;O
haren;O
en;O
heur;O
handen;O
wosken;O
,;O
gingen;O
ze;O
aanliggen;O
om;O
te;O
eten;O
.;O

Komen;O
stoarig;O
Deel;O
op;O
d';O
oard;O
.;O

Allain;O
is;O
ook;O
allain;O
hé;O
?;O

Vertel;O
den;O
!;O

Dou;O
ze;O
thoes;O
wazzen;O
,;O
at;O
Twijoogje;B-PER
weer;O
niks;O
.;O

En;O
Petrus;B-PER
zei;O
tegen;O
Jezus;B-PER
:;O
Rabbi;O
,;O
wat;O
is;O
't;O
toch;O
goud;O
dat;O
wie;O
hier;O
bennen;O
";";O
want;O
nou;O
ken;O
wie;O
drai;O
toabernoakels;O
bouwen;O
,;O
ain;O
veur;O
Joe;O
,;O
ain;O
veur;O
Mozes;B-PER
en;O
ain;O
veur;O
Elioa;B-PER
.;O

En;O
Tru;B-PER
,;O
alewel;O
ze;O
nait;O
katjepokkelde;O
,;O
Tru;B-PER
wos;O
waor;O
ze;O
staon;O
mos;O
.;O

Van;O
veuren;O
is;O
he;O
wel;O
goud;O
,;O
maor;O
hai;O
zakt;O
te;O
veul;O
in;O
't;O
kruus;O
.;O

Grootvoader;O
komt;O
weer;O
van;O
zien;O
waark;O
,;O
't;O
Leujong;O
lopt;O
';O
om;O
in;O
muit;O
Deur;O
't;O
loantje;O
woar;O
sereen;O
en;O
brem;O
En;O
hoagedoor'n;O
bluit;O
.;O

Mit;O
ain;O
schot;O
!;O
';O

Lammert;B-PER
holt;O
zien;O
haand;O
vaast;O
.;O

Dij;O
doe;O
dan;O
magst;O
,;O
Dij;O
wôll;O
die;O
nich;O
!;O

Wat;O
haren;O
ze;O
aans;O
?;O

Of;O
meschain;O
is;O
Gabaël;B-PER
oet;O
tied;O
kommen;O
en;O
kin;O
e;O
bie;O
gainain;O
t;O
geld;O
innen;O
.;O

Dat;O
kwam;O
nait;O
veul;O
van;O
ons;O
over;O
!;O

Dat;O
kon'j;O
makkelk;O
zain;O
.;O

Blief;O
joe;O
over;O
heur;O
ontfaarmen;O
,;O
Heer;B-PER
,;O
en;O
beschaarm;O
heur;O
.;O

En;O
wat;O
gebeurde;O
?;O

Noa;O
winternaacht;O
Gait;O
Lente;O
over;O
aale;O
lannen;O
.;O

Ze;O
wees;O
op;O
heur;O
baksel;O
,;O
maor;O
kon;O
gain;O
stom;O
woord;O
zeggen;O
.;O

Wat;O
is;O
ter;O
?;O
vruig;O
Tobias;B-PER
.;O

Wat;O
was;O
ze;O
nou;O
blied;O
en;O
monter;O
!;O

Din;O
zegt;O
e;O
:;O
Hommes;B-PER
het;O
mie;O
vanmiddag;O
wipkoar;O
brocht;O
.;O

Joa;O
oa;O
ik;O
vergeet;O
gainain;O
van;O
joe;O
aallen;O
,;O
'k;O
zai;O
joe;O
ook;O
nog;O
loopen;O
,;O
Sikken's;O
wichter;O
,;O
dei;O
ieder;O
mörn;O
mit;O
gruinte;O
noar;O
Delziel;B-LOC
mossen;O
.;O

'n;O
ken;O
hoast;O
gain;O
winterbrand;O
kriegen;O
en;O
't;O
eten;O
wordt;O
joe;O
ook;O
toupast;O
en;O
wat;O
heb;O
ie;O
doar;O
ja;O
mooie;O
appels;O
aan;O
dei;O
dikke;O
boom;O
,;O
Oomke;O
,;O
mossen;O
dei;O
d'r;O
nait;O
neudig;O
ôf;O
?;O

Graitje;B-PER
reerend;O
.;O

En;O
dou;O
zai;O
overvoaren;O
wazzen;O
,;O
kwammen;O
zai;O
ien;O
't;O
laand;O
van;O
Gennésaret;B-LOC
,;O
en;O
doar;O
laipen;O
ze;O
ien;O
hoaven;O
.;O

Goie;O
mörg'n;O
!;O

woar;O
ze;O
ain;O
schrievm;O
't;O
Woord;O
laifde;O
in;O
't;O
gemoud;O
.;O

Echt;O
woar;O
,;O
hur;O
!;O

n;O
dikke;O
prane;O
snij;O
vaalt;O
en;O
der;O
ook;O
nog;O
n;O
iesloage;O
in;O
t;O
daip;O
ligt;O
of;O
e;O
der;O
nooit;O
weer;O
vot;O
wil;O
,;O
kiek;O
,;O
dat;O
mag;O
men;O
toch;O
uutzunderliek;O
nuimen;O
.;O

Aandern;O
zoln;O
net;O
zo;O
goud;O
besaaigeld;O
worn;O
!;O

Ie;O
huiven;O
mie;O
gain;O
dingen;O
te;O
zeggen;O
dij;O
elk;O
verstandeg;O
mins;O
waiten;O
kin;O
.;O
Ik;O
bin;O
nog;O
goud;O
bie;O
de;O
tied;O
.;O

En;O
't;O
luip;O
as;O
'n;O
dartien;O
.;O

Daor;O
schoot;O
mie;O
in;O
't;O
zin;O
,;O
dat;O
ik;O
veur;O
de;O
baos;O
al;O
ais;O
'n;O
spaike;O
in;O
de;O
wupkaore;O
maokt;O
haar;O
,;O
dei;O
onderweg;O
ens;O
kepot;O
gaon;O
was;O
";";O
'k;O
gong;O
nao;O
hom;O
tou;O
in;O
tapkaaste;O
en;O
zee;O
hom;O
hou;O
en;O
wat;O
.;O

Ze;O
vertraauwde;O
op;O
laive;O
God;B-PER
.;O

Tjoard;B-PER
Oomke;O
kon;O
oogen;O
hoast;O
nait;O
van;O
't;O
alderes;O
ofhollen;O
en;O
hai;O
har;O
't;O
wel;O
al;O
vieftien;O
moal;O
lezen;O
,;O
veur;O
en;O
aleer;O
dat;O
hai;O
op;O
aander;O
kant;O
keken;O
har;O
,;O
wat;O
doar;O
ston;O
.;O

Neem;O
heur;O
as;O
vraauw;O
,;O
zee;O
e;O
,;O
overainkomsteg;O
t;O
veurschrift;O
dat;O
optaikend;O
is;O
in;O
Mozes;B-PER
zien;O
bouk;O
.;O

Woarom;O
nou;O
zoo;O
?;O

Doar;O
was;O
e;O
koetsier;O
.;O

';O
Toch;O
nait;O
ien;O
t;O
wotter;O
,;O
wel;O
?;O
';O

Hij;O
luip;O
langs;O
de;O
modderwegen;O
en;O
plaaskede;O
deur;O
de;O
natte;O
meijen;O
naor;O
Geerts;B-PER
hoes;O
.;O

Dou;O
tied;O
ter;O
heer;O
was;O
dat;O
hai;O
oet;O
tied;O
kommen;O
zol;O
,;O
raip;O
e;O
heur;O
bie;O
hom;O
aan;O
bèr;O
.;O

Ze;O
stun;O
op;O
en;O
luip;O
d'r;O
zaachtkes;O
hen;O
.;O

Loat;O
mie;O
moar;O
gewaiern;O
.;O

Dan;O
kwamp;O
ze;O
d'r;O
wol;O
aof;O
om;O
hum;O
d'r;O
in;O
te;O
laoten;O
.;O

Nou;O
kiek;O
,;O
dat;O
wassen;O
gain;O
mooie;O
tiedens;O
van;O
zulf;O
,;O
moar;O
boetendes;O
wassen;O
dei;O
braifkoatjes;O
ook;O
nait;O
zoo;O
mooi;O
,;O
want;O
d;O
r;O
ston;O
moar;O
slicht;O
en;O
recht;O
op;O
:;O
Aan;O
Tjoard;B-PER
Iepman;I-PER
,;O
niks;O
meer;O
.;O

't;O
as;O
'n;O
flink;O
soldoat;O
en;O
dou;O
he;O
solsietaierde;O
veur;O
rieksveldwachter;O
,;O
wör;O
he;O
doarveur;O
aansteld;O
.;O

Loater;O
moar;O
es;O
'n;O
roam;O
op;O
stad;O
doun;O
.;O

Nô;O
jong;O
,;O
ik;O
hoop;O
moar;O
,;O
dat;O
't;O
goud;O
belukt;O
mit;O
die;O
.;O

Hai;O
het;O
ja;O
n;O
haile;O
betraauwboare;O
raaisgenoot;O
,;O
ain;O
van;O
ons;O
aigen;O
volk;O
.;O

Doar;O
bin;O
k;O
vot;O
snokkend;O
op;O
bèr;O
kropen;O
.;O

En;O
mit;O
geld;O
en;O
aandacht;O
veur;O
natuurgebieden;O
en;O
stevige;O
soamenwaarking;O
mit;O
natuur;O
en;O
landschaporganisoaties;O
,;O
landbaauw;O
en;O
wotterschap;O
gait;O
de;O
goie;O
kaande;O
op;O
mit;O
d’Grunneger;B-MISC
natuur;O
.;O

plougen;O
waas;O
.;O

Moar;O
zai;O
willen;O
tegenswooreg;O
ook;O
hoast;O
niks;O
en;O
zai;O
kennen;O
ook;O
niks;O
.;O

As;O
ie;O
dat;O
doun;O
woll'n;O
,;O
Kampengoa;I-PER
,;O
den;O
zell'n;O
Kloas;B-PER
en;O
ik;O
gauw;O
zain;O
,;O
dat;O
wie;O
hom;O
hier;O
kriegen;O
.;O

Nou;O
,;O
en;O
zoo;O
is;O
't;O
ook;O
krekt;O
òf;O
loopen;O
.;O

Tou;O
't;O
lutje;O
goud;O
dicht;O
bie;O
hom;O
was;O
,;O
ston;O
he;O
stil;O
en;O
trok;O
zien;O
gele;O
roege;O
wenkbrauwen;O
zo;O
hoog;O
op;O
,;O
dat;O
ze;O
onder;O
de;O
klebbe;O
van;O
de;O
pedde;O
te;O
zitten;O
kwammen;O
net;O
of;O
he;O
ze;O
daor;O
veur;O
't;O
gevaor;O
opbaargen;O
wol;O
.;O

En;O
der;O
is;O
in;O
ons;O
haile;O
femilie;O
gain;O
man;O
meer;O
dij;O
zien;O
vraauw;O
ik;O
worden;O
kin;O
.;O

';O
Dood;O
!;O

Haar;O
'k;O
ja;O
niks;O
van;O
vernomen;O
.;O

Man;O
hij;O
zee;O
d'r;O
bie;O
,;O
dat;O
e;O
zuk;O
veuraal;O
kaalm;O
holden;O
mus;O
.;O

Zunde;O
dat;O
ze;O
al;O
verzegd;O
is;O
,;O
schoot;O
t;O
deur;O
mie;O
hin;O
.;O
Zo;O
gaait;O
dat;O
ja;O
wel;O
ais;O
en;O
ook;O
dat;O
is;O
vrij;O
,;O
wil;O
k;O
hopen;O
.;O

En;O
ze;O
schôlt;O
hum;O
ja;O
